,ObservationDate,State,Country,Confirmed,Deaths,Recovered
127210,2020-10-07,Gujarat,India,146673.0,3531.0,126657.0
127215,2020-10-07,Haryana,India,137398.0,1528.0,124841.0
127222,2020-10-07,Himachal Pradesh,India,16565.0,231.0,13338.0
127248,2020-10-07,Jammu and Kashmir,India,81097.0,1282.0,67684.0
127251,2020-10-07,Jharkhand,India,89702.0,767.0,79176.0
127269,2020-10-07,Karnataka,India,668652.0,9574.0,542906.0
127272,2020-10-07,Kerala,India,253405.0,906.0,160253.0
127297,2020-10-07,Ladakh,India,4802.0,63.0,3511.0
127298,2020-10-07,Lakshadweep,India,0.0,0.0,0.0
127315,2020-10-07,Madhya Pradesh,India,140307.0,2518.0,120267.0
127321,2020-10-07,Maharashtra,India,1480489.0,39072.0,1196441.0
127323,2020-10-07,Manipur,India,12489.0,80.0,9604.0
127336,2020-10-07,Meghalaya,India,7165.0,60.0,4694.0
127350,2020-10-07,Mizoram,India,2150.0,0.0,1919.0
127362,2020-10-07,Nagaland,India,6715.0,17.0,5498.0
127405,2020-10-07,Odisha,India,240998.0,958.0,213672.0
127439,2020-10-07,Puducherry,India,30161.0,551.0,24930.0
127443,2020-10-07,Punjab,India,120860.0,3712.0,105585.0
127453,2020-10-07,Rajasthan,India,150467.0,1590.0,127526.0
127501,2020-10-07,Sikkim,India,3234.0,49.0,2615.0
127522,2020-10-07,Tamil Nadu,India,635855.0,9984.0,580736.0
127526,2020-10-07,Telangana,India,206644.0,1201.0,179075.0
127543,2020-10-07,Tripura,India,27759.0,304.0,23066.0
127557,2020-10-07,Unknown,India,0.0,0.0,0.0
127566,2020-10-07,Uttar Pradesh,India,424326.0,6200.0,374972.0
127567,2020-10-07,Uttarakhand,India,52959.0,688.0,43904.0
127593,2020-10-07,West Bengal,India,280504.0,5376.0,246767.0
127802,2020-10-08,Andaman and Nicobar Islands,India,3952.0,55.0,3707.0
127803,2020-10-08,Andhra Pradesh,India,739719.0,6128.0,684930.0
127819,2020-10-08,Arunachal Pradesh,India,11479.0,22.0,8679.0
127820,2020-10-08,Assam,India,191397.0,794.0,159836.0
127842,2020-10-08,Bihar,India,193072.0,929.0,180696.0
127875,2020-10-08,Chandigarh,India,12922.0,186.0,11344.0
127882,2020-10-08,Chhattisgarh,India,134612.0,1158.0,106027.0
127901,2020-10-08,Dadra and Nagar Haveli and Daman and Diu,India,3132.0,2.0,3025.0
127905,2020-10-08,Delhi,India,300833.0,5653.0,272948.0
127939,2020-10-08,Goa,India,37102.0,484.0,31902.0
127955,2020-10-08,Gujarat,India,147789.0,3538.0,127786.0
127960,2020-10-08,Haryana,India,138682.0,1548.0,126267.0
127967,2020-10-08,Himachal Pradesh,India,16778.0,238.0,13597.0
127993,2020-10-08,Jammu and Kashmir,India,81793.0,1291.0,69020.0
127996,2020-10-08,Jharkhand,India,90486.0,775.0,80439.0
128014,2020-10-08,Karnataka,India,679356.0,9675.0,552519.0
128017,2020-10-08,Kerala,India,258850.0,930.0,167256.0
128042,2020-10-08,Ladakh,India,4902.0,63.0,3540.0
128043,2020-10-08,Lakshadweep,India,0.0,0.0,0.0
128060,2020-10-08,Madhya Pradesh,India,142022.0,2547.0,122687.0
128066,2020-10-08,Maharashtra,India,1493884.0,39430.0,1212016.0
128068,2020-10-08,Manipur,India,12679.0,83.0,9719.0
128081,2020-10-08,Meghalaya,India,7261.0,60.0,4832.0
128095,2020-10-08,Mizoram,India,2157.0,0.0,1937.0
128107,2020-10-08,Nagaland,India,6736.0,17.0,5564.0
128150,2020-10-08,Odisha,India,244142.0,974.0,216984.0
128184,2020-10-08,Puducherry,India,30539.0,556.0,25256.0
128188,2020-10-08,Punjab,India,121716.0,3741.0,107200.0
128198,2020-10-08,Rajasthan,India,152605.0,1605.0,129618.0
128246,2020-10-08,Sikkim,India,3246.0,51.0,2650.0
128267,2020-10-08,Tamil Nadu,India,640943.0,10052.0,586454.0
128271,2020-10-08,Telangana,India,208535.0,1208.0,180953.0
128288,2020-10-08,Tripura,India,27982.0,311.0,23474.0
128302,2020-10-08,Unknown,India,0.0,0.0,0.0
128311,2020-10-08,Uttar Pradesh,India,427459.0,6245.0,378662.0
128312,2020-10-08,Uttarakhand,India,53359.0,702.0,44808.0
128338,2020-10-08,West Bengal,India,284030.0,5439.0,249737.0
128547,2020-10-09,Andaman and Nicobar Islands,India,3976.0,55.0,3724.0
128548,2020-10-09,Andhra Pradesh,India,744864.0,6159.0,691040.0
128564,2020-10-09,Arunachal Pradesh,India,11760.0,23.0,8877.0
128565,2020-10-09,Assam,India,192416.0,802.0,161904.0
128587,2020-10-09,Bihar,India,194329.0,934.0,182121.0
128620,2020-10-09,Chandigarh,India,12985.0,188.0,11505.0
128627,2020-10-09,Chhattisgarh,India,137570.0,1196.0,108935.0
128646,2020-10-09,Dadra and Nagar Haveli and Daman and Diu,India,3140.0,2.0,3037.0
128650,2020-10-09,Delhi,India,303693.0,5692.0,276046.0
128684,2020-10-09,Goa,India,37591.0,491.0,32317.0
128700,2020-10-09,Gujarat,India,149032.0,3547.0,129304.0
128705,2020-10-09,Haryana,India,139932.0,1562.0,127540.0
128712,2020-10-09,Himachal Pradesh,India,16977.0,245.0,13876.0
128738,2020-10-09,Jammu and Kashmir,India,82429.0,1306.0,69979.0
128741,2020-10-09,Jharkhand,India,91254.0,781.0,81654.0
128759,2020-10-09,Karnataka,India,690269.0,9789.0,561610.0
128762,2020-10-09,Kerala,India,268100.0,955.0,175304.0
128787,2020-10-09,Ladakh,India,4987.0,63.0,3886.0
128788,2020-10-09,Lakshadweep,India,0.0,0.0,0.0
128805,2020-10-09,Madhya Pradesh,India,143629.0,2574.0,124887.0
128811,2020-10-09,Maharashtra,India,1506018.0,39732.0,1229339.0
128813,2020-10-09,Manipur,India,12810.0,86.0,9866.0
128826,2020-10-09,Meghalaya,India,7388.0,61.0,4903.0
128840,2020-10-09,Mizoram,India,2162.0,0.0,1974.0
128852,2020-10-09,Nagaland,India,6888.0,17.0,5656.0
128895,2020-10-09,Odisha,India,246839.0,991.0,220388.0
128929,2020-10-09,Puducherry,India,30904.0,558.0,25543.0
128933,2020-10-09,Punjab,India,122459.0,3773.0,108533.0
128943,2020-10-09,Rajasthan,India,154785.0,1621.0,131766.0
128991,2020-10-09,Sikkim,India,3278.0,53.0,2721.0
129012,2020-10-09,Tamil Nadu,India,646128.0,10120.0,591811.0
129016,2020-10-09,Telangana,India,210346.0,1217.0,183025.0
129033,2020-10-09,Tripura,India,28153.0,313.0,23801.0
129047,2020-10-09,Unknown,India,0.0,0.0,0.0
129056,2020-10-09,Uttar Pradesh,India,430666.0,6293.0,383086.0
129057,2020-10-09,Uttarakhand,India,54063.0,716.0,46058.0
129083,2020-10-09,West Bengal,India,287603.0,5501.0,252806.0
129292,2020-10-10,Andaman and Nicobar Islands,India,3992.0,55.0,3744.0
129293,2020-10-10,Andhra Pradesh,India,750517.0,6194.0,697699.0
129309,2020-10-10,Arunachal Pradesh,India,11998.0,23.0,9035.0
129310,2020-10-10,Assam,India,193387.0,811.0,163355.0
129332,2020-10-10,Bihar,India,195499.0,944.0,183390.0
129365,2020-10-10,Chandigarh,India,13081.0,190.0,11662.0
129372,2020-10-10,Chhattisgarh,India,140258.0,1235.0,111654.0
129391,2020-10-10,Dadra and Nagar Haveli and Daman and Diu,India,3152.0,2.0,3050.0
129395,2020-10-10,Delhi,India,306559.0,5740.0,278812.0
129429,2020-10-10,Goa,India,37934.0,499.0,32777.0
129445,2020-10-10,Gujarat,India,150253.0,3557.0,130760.0
129450,2020-10-10,Haryana,India,141090.0,1572.0,128841.0
129457,2020-10-10,Himachal Pradesh,India,17244.0,248.0,14278.0
129483,2020-10-10,Jammu and Kashmir,India,83064.0,1313.0,70955.0
129486,2020-10-10,Jharkhand,India,91951.0,784.0,82805.0
129504,2020-10-10,Karnataka,India,700786.0,9891.0,569947.0
129507,2020-10-10,Kerala,India,279855.0,978.0,182874.0
129532,2020-10-10,Ladakh,India,5059.0,64.0,3973.0
129533,2020-10-10,Lakshadweep,India,0.0,0.0,0.0
129550,2020-10-10,Madhya Pradesh,India,145245.0,2599.0,127034.0
129556,2020-10-10,Maharashtra,India,1517434.0,40040.0,1255779.0
129558,2020-10-10,Manipur,India,13092.0,88.0,10396.0
129571,2020-10-10,Meghalaya,India,7544.0,62.0,5045.0
129585,2020-10-10,Mizoram,India,2175.0,0.0,1984.0
129597,2020-10-10,Nagaland,India,6949.0,17.0,5694.0
129640,2020-10-10,Odisha,India,249693.0,1006.0,224273.0
129674,2020-10-10,Puducherry,India,31233.0,559.0,25955.0
129678,2020-10-10,Punjab,India,123317.0,3798.0,109767.0
129688,2020-10-10,Rajasthan,India,156908.0,1636.0,133918.0
129736,2020-10-10,Sikkim,India,3321.0,55.0,2816.0
129757,2020-10-10,Tamil Nadu,India,651370.0,10187.0,597033.0
129761,2020-10-10,Telangana,India,212063.0,1222.0,185128.0
129778,2020-10-10,Tripura,India,28352.0,315.0,24086.0
129792,2020-10-10,Unknown,India,0.0,0.0,0.0
129801,2020-10-10,Uttar Pradesh,India,433712.0,6353.0,387149.0
129802,2020-10-10,Uttarakhand,India,54525.0,734.0,46470.0
129828,2020-10-10,West Bengal,India,291194.0,5563.0,255838.0
130037,2020-10-11,Andaman and Nicobar Islands,India,4005.0,55.0,3764.0
130038,2020-10-11,Andhra Pradesh,India,755727.0,6224.0,703208.0
130054,2020-10-11,Arunachal Pradesh,India,12147.0,24.0,9232.0
130055,2020-10-11,Assam,India,193783.0,816.0,164582.0
130077,2020-10-11,Bihar,India,196531.0,946.0,184541.0
130110,2020-10-11,Chandigarh,India,13162.0,191.0,11787.0
130117,2020-10-11,Chhattisgarh,India,142372.0,1253.0,113771.0
130136,2020-10-11,Dadra and Nagar Haveli and Daman and Diu,India,3163.0,2.0,3059.0
130140,2020-10-11,Delhi,India,309339.0,5769.0,281869.0
130174,2020-10-11,Goa,India,38366.0,507.0,33203.0
130190,2020-10-11,Gujarat,India,151434.0,3566.0,132173.0
130195,2020-10-11,Haryana,India,142155.0,1579.0,130003.0
130202,2020-10-11,Himachal Pradesh,India,17408.0,250.0,14471.0
130228,2020-10-11,Jammu and Kashmir,India,83633.0,1322.0,71845.0
130231,2020-10-11,Jharkhand,India,92525.0,787.0,83571.0
130249,2020-10-11,Karnataka,India,710309.0,9966.0,580054.0
130252,2020-10-11,Kerala,India,289202.0,1003.0,191798.0
130277,2020-10-11,Ladakh,India,5081.0,64.0,4037.0
130278,2020-10-11,Lakshadweep,India,0.0,0.0,0.0
130295,2020-10-11,Madhya Pradesh,India,146820.0,2624.0,129019.0
130301,2020-10-11,Maharashtra,India,1528226.0,40349.0,1266240.0
130303,2020-10-11,Manipur,India,13326.0,91.0,10504.0
130316,2020-10-11,Meghalaya,India,7683.0,63.0,5142.0
130330,2020-10-11,Mizoram,India,2184.0,0.0,2010.0
130342,2020-10-11,Nagaland,India,7019.0,17.0,5743.0
130385,2020-10-11,Odisha,India,252239.0,1022.0,227615.0
130419,2020-10-11,Puducherry,India,31549.0,563.0,26291.0
130423,2020-10-11,Punjab,India,123973.0,3833.0,110865.0
130433,2020-10-11,Rajasthan,India,159052.0,1650.0,135990.0
130481,2020-10-11,Sikkim,India,3359.0,55.0,2920.0
130502,2020-10-11,Tamil Nadu,India,656385.0,10252.0,602038.0
130506,2020-10-11,Telangana,India,213084.0,1228.0,187342.0
130523,2020-10-11,Tripura,India,28461.0,316.0,24403.0
130537,2020-10-11,Unknown,India,0.0,0.0,0.0
130546,2020-10-11,Uttar Pradesh,India,436979.0,6394.0,390566.0
130547,2020-10-11,Uttarakhand,India,55051.0,747.0,46931.0
130573,2020-10-11,West Bengal,India,294806.0,5622.0,258948.0
130783,2020-10-12,Andaman and Nicobar Islands,India,4023.0,55.0,3770.0
130784,2020-10-12,Andhra Pradesh,India,758951.0,6256.0,708712.0
130800,2020-10-12,Arunachal Pradesh,India,12367.0,24.0,9403.0
130801,2020-10-12,Assam,India,195304.0,826.0,166039.0
130823,2020-10-12,Bihar,India,197535.0,955.0,185911.0
130856,2020-10-12,Chandigarh,India,13260.0,192.0,11898.0
130863,2020-10-12,Chhattisgarh,India,145247.0,1286.0,116540.0
130882,2020-10-12,Dadra and Nagar Haveli and Daman and Diu,India,3168.0,2.0,3064.0
130886,2020-10-12,Delhi,India,311188.0,5809.0,284844.0
130920,2020-10-12,Goa,India,38674.0,511.0,33698.0
130936,2020-10-12,Gujarat,India,152603.0,3574.0,133615.0
130941,2020-10-12,Haryana,India,143221.0,1592.0,131228.0
130948,2020-10-12,Himachal Pradesh,India,17578.0,251.0,14690.0
130974,2020-10-12,Jammu and Kashmir,India,84031.0,1333.0,72706.0
130977,2020-10-12,Jharkhand,India,93035.0,798.0,84461.0
130995,2020-10-12,Karnataka,India,717915.0,10036.0,592084.0
130998,2020-10-12,Kerala,India,295132.0,1025.0,199634.0
131023,2020-10-12,Ladakh,India,5151.0,64.0,4126.0
131024,2020-10-12,Lakshadweep,India,0.0,0.0,0.0
131041,2020-10-12,Madhya Pradesh,India,148298.0,2645.0,130721.0
131047,2020-10-12,Maharashtra,India,1535315.0,40514.0,1281896.0
131049,2020-10-12,Manipur,India,13556.0,93.0,10707.0
131062,2020-10-12,Meghalaya,India,7771.0,64.0,5273.0
131076,2020-10-12,Mizoram,India,2202.0,0.0,2046.0
131088,2020-10-12,Nagaland,India,7240.0,18.0,5813.0
131131,2020-10-12,Odisha,India,254662.0,1040.0,230192.0
131165,2020-10-12,Puducherry,India,31737.0,565.0,26555.0
131169,2020-10-12,Punjab,India,124535.0,3860.0,112099.0
131179,2020-10-12,Rajasthan,India,161184.0,1665.0,137848.0
131227,2020-10-12,Sikkim,India,3366.0,57.0,2925.0
131248,2020-10-12,Tamil Nadu,India,661264.0,10314.0,607203.0
131252,2020-10-12,Telangana,India,214792.0,1233.0,189351.0
131269,2020-10-12,Tripura,India,28678.0,317.0,24623.0
131283,2020-10-12,Unknown,India,0.0,0.0,0.0
131292,2020-10-12,Uttar Pradesh,India,439161.0,6438.0,393908.0
131293,2020-10-12,Uttarakhand,India,55347.0,762.0,47609.0
131319,2020-10-12,West Bengal,India,298389.0,5682.0,262103.0
131529,2020-10-13,Andaman and Nicobar Islands,India,4036.0,55.0,3782.0
131530,2020-10-13,Andhra Pradesh,India,763573.0,6291.0,714427.0
131546,2020-10-13,Arunachal Pradesh,India,12561.0,28.0,9573.0
131547,2020-10-13,Assam,India,196786.0,830.0,167059.0
131569,2020-10-13,Bihar,India,198855.0,961.0,187059.0
131602,2020-10-13,Chandigarh,India,13331.0,197.0,12007.0
131609,2020-10-13,Chhattisgarh,India,147866.0,1306.0,119352.0
131628,2020-10-13,Dadra and Nagar Haveli and Daman and Diu,India,3168.0,2.0,3081.0
131632,2020-10-13,Delhi,India,314224.0,5854.0,286880.0
131666,2020-10-13,Goa,India,39082.0,514.0,34252.0
131682,2020-10-13,Gujarat,India,153761.0,3584.0,134990.0
131687,2020-10-13,Haryana,India,144302.0,1601.0,132382.0
131694,2020-10-13,Himachal Pradesh,India,17762.0,254.0,15001.0
131720,2020-10-13,Jammu and Kashmir,India,84708.0,1340.0,73502.0
131723,2020-10-13,Jharkhand,India,93736.0,805.0,85314.0
131741,2020-10-13,Karnataka,India,726106.0,10123.0,602505.0
131744,2020-10-13,Kerala,India,303896.0,1046.0,207357.0
131769,2020-10-13,Ladakh,India,5238.0,64.0,4205.0
131770,2020-10-13,Lakshadweep,India,0.0,0.0,0.0
131787,2020-10-13,Madhya Pradesh,India,149761.0,2671.0,132429.0
131793,2020-10-13,Maharashtra,India,1543837.0,40701.0,1297252.0
131795,2020-10-13,Manipur,India,13793.0,97.0,10829.0
131808,2020-10-13,Meghalaya,India,7838.0,65.0,5406.0
131822,2020-10-13,Mizoram,India,2212.0,0.0,2093.0
131834,2020-10-13,Nagaland,India,7363.0,19.0,5831.0
131877,2020-10-13,Odisha,India,256937.0,1057.0,232988.0
131911,2020-10-13,Puducherry,India,32004.0,567.0,26865.0
131915,2020-10-13,Punjab,India,125211.0,3894.0,113105.0
131925,2020-10-13,Rajasthan,India,163219.0,1679.0,139616.0
131973,2020-10-13,Sikkim,India,3417.0,59.0,3014.0
131994,2020-10-13,Tamil Nadu,India,665930.0,10371.0,612320.0
131998,2020-10-13,Telangana,India,216238.0,1241.0,191269.0
132015,2020-10-13,Tripura,India,28859.0,318.0,25041.0
132029,2020-10-13,Unknown,India,0.0,0.0,0.0
132038,2020-10-13,Uttar Pradesh,India,442118.0,6466.0,397570.0
132039,2020-10-13,Uttarakhand,India,55641.0,782.0,48283.0
132065,2020-10-13,West Bengal,India,302020.0,5744.0,265288.0
132275,2020-10-14,Andaman and Nicobar Islands,India,4046.0,55.0,3796.0
132276,2020-10-14,Andhra Pradesh,India,767465.0,6319.0,719477.0
132292,2020-10-14,Arunachal Pradesh,India,12768.0,29.0,9694.0
132293,2020-10-14,Assam,India,198213.0,834.0,168072.0
132315,2020-10-14,Bihar,India,200103.0,967.0,188380.0
132348,2020-10-14,Chandigarh,India,13403.0,199.0,12119.0
132355,2020-10-14,Chhattisgarh,India,150696.0,1339.0,121548.0
132374,2020-10-14,Dadra and Nagar Haveli and Daman and Diu,India,3171.0,2.0,3090.0
132378,2020-10-14,Delhi,India,317548.0,5898.0,289747.0
132412,2020-10-14,Goa,India,39438.0,519.0,34731.0
132428,2020-10-14,Gujarat,India,154936.0,3595.0,136404.0
132433,2020-10-14,Haryana,India,145507.0,1614.0,133706.0
132440,2020-10-14,Himachal Pradesh,India,18008.0,255.0,15233.0
132466,2020-10-14,Jammu and Kashmir,India,85409.0,1352.0,74318.0
132469,2020-10-14,Jharkhand,India,94369.0,811.0,86367.0
132487,2020-10-14,Karnataka,India,735371.0,10198.0,611167.0
132490,2020-10-14,Kerala,India,310140.0,1066.0,215149.0
132515,2020-10-14,Ladakh,India,5304.0,64.0,4261.0
132516,2020-10-14,Lakshadweep,India,0.0,0.0,0.0
132533,2020-10-14,Madhya Pradesh,India,155276.0,2686.0,138158.0
132539,2020-10-14,Maharashtra,India,1554389.0,40859.0,1316769.0
132541,2020-10-14,Manipur,India,14094.0,103.0,10915.0
132554,2020-10-14,Meghalaya,India,7991.0,70.0,5582.0
132568,2020-10-14,Mizoram,India,2220.0,0.0,2108.0
132580,2020-10-14,Nagaland,India,7416.0,22.0,5916.0
132623,2020-10-14,Odisha,India,259541.0,1062.0,235763.0
132657,2020-10-14,Puducherry,India,32245.0,568.0,27152.0
132661,2020-10-14,Punjab,India,125760.0,3925.0,114075.0
132671,2020-10-14,Rajasthan,India,165240.0,1694.0,141835.0
132719,2020-10-14,Sikkim,India,3459.0,59.0,3075.0
132740,2020-10-14,Tamil Nadu,India,670392.0,10423.0,617403.0
132744,2020-10-14,Telangana,India,217670.0,1249.0,193218.0
132761,2020-10-14,Tripura,India,29031.0,319.0,25394.0
132775,2020-10-14,Unknown,India,0.0,0.0,0.0
132784,2020-10-14,Uttar Pradesh,India,444711.0,6507.0,401306.0
132785,2020-10-14,Uttarakhand,India,56070.0,796.0,49129.0
132811,2020-10-14,West Bengal,India,305697.0,5808.0,268384.0
133021,2020-10-15,Andaman and Nicobar Islands,India,4062.0,55.0,3817.0
133022,2020-10-15,Andhra Pradesh,India,771503.0,6357.0,725099.0
133038,2020-10-15,Arunachal Pradesh,India,12971.0,30.0,9889.0
133039,2020-10-15,Assam,India,198982.0,843.0,169335.0
133061,2020-10-15,Bihar,India,201196.0,972.0,189186.0
133094,2020-10-15,Chandigarh,India,13477.0,201.0,12232.0
133101,2020-10-15,Chhattisgarh,India,153515.0,1385.0,123943.0
133120,2020-10-15,Dadra and Nagar Haveli and Daman and Diu,India,3172.0,2.0,3099.0
133124,2020-10-15,Delhi,India,321031.0,5924.0,292502.0
133158,2020-10-15,Goa,India,39770.0,525.0,35161.0
133174,2020-10-15,Gujarat,India,156121.0,3606.0,137733.0
133179,2020-10-15,Haryana,India,146706.0,1623.0,134719.0
133186,2020-10-15,Himachal Pradesh,India,18303.0,260.0,15389.0
133212,2020-10-15,Jammu and Kashmir,India,86057.0,1358.0,75641.0
133215,2020-10-15,Jharkhand,India,94952.0,820.0,87240.0
133233,2020-10-15,Karnataka,India,743848.0,10283.0,620008.0
133236,2020-10-15,Kerala,India,317929.0,1089.0,222231.0
133261,2020-10-15,Ladakh,India,5393.0,65.0,4310.0
133262,2020-10-15,Lakshadweep,India,0.0,0.0,0.0
133279,2020-10-15,Madhya Pradesh,India,156584.0,2710.0,139717.0
133285,2020-10-15,Maharashtra,India,1564615.0,41196.0,1330483.0
133287,2020-10-15,Manipur,India,14378.0,104.0,11081.0
133300,2020-10-15,Meghalaya,India,8164.0,73.0,5646.0
133314,2020-10-15,Mizoram,India,2229.0,0.0,2121.0
133326,2020-10-15,Nagaland,India,7492.0,22.0,6017.0
133369,2020-10-15,Odisha,India,262011.0,1089.0,238535.0
133403,2020-10-15,Puducherry,India,32486.0,570.0,27365.0
133407,2020-10-15,Punjab,India,126230.0,3954.0,115186.0
133417,2020-10-15,Rajasthan,India,167279.0,1708.0,143984.0
133465,2020-10-15,Sikkim,India,3500.0,59.0,3129.0
133486,2020-10-15,Tamil Nadu,India,674802.0,10472.0,622458.0
133490,2020-10-15,Telangana,India,219224.0,1256.0,194653.0
133507,2020-10-15,Tripura,India,29193.0,323.0,25765.0
133521,2020-10-15,Unknown,India,0.0,0.0,0.0
133530,2020-10-15,Uttar Pradesh,India,447383.0,6543.0,404545.0
133531,2020-10-15,Uttarakhand,India,56493.0,814.0,49997.0
133557,2020-10-15,West Bengal,India,309417.0,5870.0,271563.0
133767,2020-10-16,Andaman and Nicobar Islands,India,4072.0,56.0,3831.0
133768,2020-10-16,Andhra Pradesh,India,775470.0,6382.0,730109.0
133784,2020-10-16,Arunachal Pradesh,India,13169.0,30.0,10071.0
133785,2020-10-16,Assam,India,199749.0,853.0,170265.0
133807,2020-10-16,Bihar,India,202290.0,981.0,190425.0
133840,2020-10-16,Chandigarh,India,13532.0,206.0,12352.0
133847,2020-10-16,Chhattisgarh,India,155987.0,1425.0,126869.0
133866,2020-10-16,Dadra and Nagar Haveli and Daman and Diu,India,3177.0,2.0,3109.0
133870,2020-10-16,Delhi,India,324459.0,5946.0,295699.0
133904,2020-10-16,Goa,India,40091.0,531.0,35610.0
133920,2020-10-16,Gujarat,India,157312.0,3617.0,139012.0
133925,2020-10-16,Haryana,India,147933.0,1634.0,135858.0
133932,2020-10-16,Himachal Pradesh,India,18522.0,262.0,15618.0
133958,2020-10-16,Jammu and Kashmir,India,86754.0,1366.0,76479.0
133961,2020-10-16,Jharkhand,India,95425.0,824.0,88058.0
133979,2020-10-16,Karnataka,India,751390.0,10356.0,628588.0
133982,2020-10-16,Kerala,India,325212.0,1113.0,228998.0
134007,2020-10-16,Ladakh,India,5441.0,65.0,4461.0
134008,2020-10-16,Lakshadweep,India,0.0,0.0,0.0
134025,2020-10-16,Madhya Pradesh,India,157936.0,2735.0,141273.0
134031,2020-10-16,Maharashtra,India,1576062.0,41502.0,1344368.0
134033,2020-10-16,Manipur,India,14715.0,109.0,11245.0
134046,2020-10-16,Meghalaya,India,8303.0,75.0,5735.0
134060,2020-10-16,Mizoram,India,2245.0,0.0,2133.0
134072,2020-10-16,Nagaland,India,7604.0,22.0,6111.0
134115,2020-10-16,Odisha,India,264149.0,1104.0,241385.0
134149,2020-10-16,Puducherry,India,32766.0,571.0,27671.0
134153,2020-10-16,Punjab,India,126737.0,3980.0,116165.0
134163,2020-10-16,Rajasthan,India,169289.0,1723.0,146185.0
134211,2020-10-16,Sikkim,India,3531.0,59.0,3177.0
134232,2020-10-16,Tamil Nadu,India,679191.0,10529.0,627703.0
134236,2020-10-16,Telangana,India,220675.0,1265.0,196636.0
134253,2020-10-16,Tripura,India,29327.0,326.0,26035.0
134267,2020-10-16,Unknown,India,0.0,0.0,0.0
134276,2020-10-16,Uttar Pradesh,India,449935.0,6589.0,408083.0
134277,2020-10-16,Uttarakhand,India,57042.0,829.0,50521.0
134303,2020-10-16,West Bengal,India,313188.0,5931.0,274757.0
134513,2020-10-17,Andaman and Nicobar Islands,India,4083.0,56.0,3848.0
134514,2020-10-17,Andhra Pradesh,India,779146.0,6406.0,735638.0
134530,2020-10-17,Arunachal Pradesh,India,13348.0,30.0,10315.0
134531,2020-10-17,Assam,India,200391.0,865.0,171084.0
134553,2020-10-17,Bihar,India,203457.0,990.0,191619.0
134586,2020-10-17,Chandigarh,India,13582.0,207.0,12460.0
134593,2020-10-17,Chhattisgarh,India,158502.0,1439.0,129883.0
134612,2020-10-17,Dadra and Nagar Haveli and Daman and Diu,India,3180.0,2.0,3119.0
134616,2020-10-17,Delhi,India,327718.0,5981.0,298853.0
134650,2020-10-17,Goa,India,40400.0,538.0,36035.0
134666,2020-10-17,Gujarat,India,158473.0,3626.0,140282.0
134671,2020-10-17,Haryana,India,149081.0,1640.0,137176.0
134678,2020-10-17,Himachal Pradesh,India,18797.0,265.0,15852.0
134704,2020-10-17,Jammu and Kashmir,India,87364.0,1372.0,77288.0
134707,2020-10-17,Jharkhand,India,95967.0,832.0,88559.0
134725,2020-10-17,Karnataka,India,758574.0,10427.0,637481.0
134728,2020-10-17,Kerala,India,334228.0,1139.0,236989.0
134753,2020-10-17,Ladakh,India,5534.0,66.0,4535.0
134754,2020-10-17,Lakshadweep,India,0.0,0.0,0.0
134771,2020-10-17,Madhya Pradesh,India,159158.0,2753.0,142707.0
134777,2020-10-17,Maharashtra,India,1586321.0,41965.0,1358606.0
134779,2020-10-17,Manipur,India,15141.0,111.0,11443.0
134792,2020-10-17,Meghalaya,India,8404.0,75.0,6034.0
134806,2020-10-17,Mizoram,India,2253.0,0.0,2145.0
134818,2020-10-17,Nagaland,India,7698.0,27.0,6141.0
134861,2020-10-17,Odisha,India,266345.0,1121.0,244227.0
134895,2020-10-17,Puducherry,India,32978.0,574.0,27984.0
134899,2020-10-17,Punjab,India,127154.0,3999.0,116925.0
134909,2020-10-17,Rajasthan,India,171281.0,1735.0,148291.0
134957,2020-10-17,Sikkim,India,3567.0,59.0,3233.0
134978,2020-10-17,Tamil Nadu,India,683486.0,10586.0,632708.0
134982,2020-10-17,Telangana,India,222111.0,1271.0,198790.0
134999,2020-10-17,Tripura,India,29468.0,329.0,26222.0
135013,2020-10-17,Unknown,India,0.0,0.0,0.0
135022,2020-10-17,Uttar Pradesh,India,452660.0,6629.0,411611.0
135023,2020-10-17,Uttarakhand,India,57648.0,924.0,51186.0
135049,2020-10-17,West Bengal,India,317053.0,5992.0,277940.0
135259,2020-10-18,Andaman and Nicobar Islands,India,4108.0,56.0,3868.0
135260,2020-10-18,Andhra Pradesh,India,783132.0,6429.0,740229.0
135276,2020-10-18,Arunachal Pradesh,India,13406.0,30.0,10552.0
135277,2020-10-18,Assam,India,200709.0,868.0,171683.0
135299,2020-10-18,Bihar,India,204363.0,996.0,192783.0
135332,2020-10-18,Chandigarh,India,13646.0,208.0,12554.0
135339,2020-10-18,Chhattisgarh,India,160396.0,1478.0,132168.0
135358,2020-10-18,Dadra and Nagar Haveli and Daman and Diu,India,3183.0,2.0,3127.0
135362,2020-10-18,Delhi,India,331017.0,6009.0,301716.0
135396,2020-10-18,Goa,India,40587.0,544.0,36395.0
135412,2020-10-18,Gujarat,India,159564.0,3635.0,141515.0
135417,2020-10-18,Haryana,India,150033.0,1640.0,138351.0
135424,2020-10-18,Himachal Pradesh,India,18967.0,268.0,16069.0
135450,2020-10-18,Jammu and Kashmir,India,87942.0,1379.0,77886.0
135453,2020-10-18,Jharkhand,India,96352.0,839.0,89011.0
135471,2020-10-18,Karnataka,India,765586.0,10478.0,645825.0
