,ObservationDate,State,Country,Confirmed,Deaths,Recovered
99062,2020-08-30,Mizoram,India,1011.0,0.0,589.0
99074,2020-08-30,Nagaland,India,3922.0,9.0,3026.0
99117,2020-08-30,Odisha,India,100934.0,482.0,73233.0
99151,2020-08-30,Puducherry,India,14127.0,221.0,8968.0
99155,2020-08-30,Punjab,India,52526.0,1404.0,35747.0
99165,2020-08-30,Rajasthan,India,80227.0,1043.0,65093.0
99213,2020-08-30,Sikkim,India,1627.0,3.0,1220.0
99234,2020-08-30,Tamil Nadu,India,422085.0,7231.0,362133.0
99238,2020-08-30,Telangana,India,124963.0,827.0,92837.0
99255,2020-08-30,Tripura,India,11644.0,103.0,7433.0
99268,2020-08-30,Unknown,India,0.0,0.0,0.0
99277,2020-08-30,Uttar Pradesh,India,225632.0,3423.0,167543.0
99278,2020-08-30,Uttarakhand,India,19235.0,257.0,13066.0
99304,2020-08-30,West Bengal,India,159785.0,3176.0,130952.0
99513,2020-08-31,Andaman and Nicobar Islands,India,3132.0,46.0,2647.0
99514,2020-08-31,Andhra Pradesh,India,434771.0,3969.0,330526.0
99530,2020-08-31,Arunachal Pradesh,India,4112.0,7.0,2885.0
99531,2020-08-31,Assam,India,109040.0,306.0,85461.0
99553,2020-08-31,Bihar,India,136457.0,582.0,119540.0
99586,2020-08-31,Chandigarh,India,4346.0,56.0,2431.0
99593,2020-08-31,Chhattisgarh,India,31503.0,277.0,16989.0
99612,2020-08-31,Dadra and Nagar Haveli and Daman and Diu,India,2367.0,2.0,2081.0
99616,2020-08-31,Delhi,India,174748.0,4444.0,155678.0
99650,2020-08-31,Goa,India,17418.0,192.0,13577.0
99666,2020-08-31,Gujarat,India,96300.0,3020.0,77756.0
99671,2020-08-31,Haryana,India,64732.0,689.0,52672.0
99678,2020-08-31,Himachal Pradesh,India,6116.0,38.0,4515.0
99704,2020-08-31,Jammu and Kashmir,India,37698.0,703.0,29015.0
99707,2020-08-31,Jharkhand,India,41656.0,417.0,27143.0
99725,2020-08-31,Karnataka,India,342423.0,5702.0,249467.0
99728,2020-08-31,Kerala,India,75385.0,294.0,51538.0
99753,2020-08-31,Ladakh,India,2681.0,34.0,1874.0
99754,2020-08-31,Lakshadweep,India,0.0,0.0,0.0
99771,2020-08-31,Madhya Pradesh,India,63965.0,1394.0,48657.0
99777,2020-08-31,Maharashtra,India,792541.0,24583.0,573559.0
99779,2020-08-31,Manipur,India,6252.0,28.0,4330.0
99792,2020-08-31,Meghalaya,India,2368.0,10.0,1162.0
99806,2020-08-31,Mizoram,India,1011.0,0.0,591.0
99818,2020-08-31,Nagaland,India,3950.0,9.0,3067.0
99861,2020-08-31,Odisha,India,103536.0,492.0,77286.0
99895,2020-08-31,Puducherry,India,14411.0,228.0,9334.0
99899,2020-08-31,Punjab,India,53992.0,1453.0,37027.0
99909,2020-08-31,Rajasthan,India,81693.0,1056.0,66812.0
99957,2020-08-31,Sikkim,India,1652.0,3.0,1225.0
99978,2020-08-31,Tamil Nadu,India,428041.0,7322.0,368141.0
99982,2020-08-31,Telangana,India,127697.0,836.0,95162.0
99999,2020-08-31,Tripura,India,12153.0,113.0,7674.0
100012,2020-08-31,Unknown,India,0.0,0.0,0.0
100021,2020-08-31,Uttar Pradesh,India,230414.0,3486.0,172140.0
100022,2020-08-31,Uttarakhand,India,19827.0,269.0,13650.0
100048,2020-08-31,West Bengal,India,162778.0,3228.0,134270.0
100257,2020-09-01,Andaman and Nicobar Islands,India,3160.0,46.0,2714.0
100258,2020-09-01,Andhra Pradesh,India,445139.0,4053.0,339876.0
100274,2020-09-01,Arunachal Pradesh,India,4212.0,7.0,2979.0
100275,2020-09-01,Assam,India,111724.0,315.0,86895.0
100297,2020-09-01,Bihar,India,138349.0,621.0,121560.0
100330,2020-09-01,Chandigarh,India,4550.0,57.0,2551.0
100337,2020-09-01,Chhattisgarh,India,33387.0,287.0,17567.0
100356,2020-09-01,Dadra and Nagar Haveli and Daman and Diu,India,2386.0,2.0,2122.0
100360,2020-09-01,Delhi,India,177060.0,4462.0,156728.0
100394,2020-09-01,Goa,India,18006.0,194.0,13850.0
100410,2020-09-01,Gujarat,India,97629.0,3034.0,78887.0
100415,2020-09-01,Haryana,India,66426.0,706.0,53835.0
100422,2020-09-01,Himachal Pradesh,India,6255.0,40.0,4688.0
100448,2020-09-01,Jammu and Kashmir,India,38223.0,717.0,29484.0
100451,2020-09-01,Jharkhand,India,43833.0,428.0,28149.0
100469,2020-09-01,Karnataka,India,351481.0,5837.0,254626.0
100472,2020-09-01,Kerala,India,76525.0,298.0,53649.0
100497,2020-09-01,Ladakh,India,2733.0,35.0,1978.0
100498,2020-09-01,Lakshadweep,India,0.0,0.0,0.0
100515,2020-09-01,Madhya Pradesh,India,65490.0,1426.0,49992.0
100521,2020-09-01,Maharashtra,India,808306.0,24903.0,584537.0
100523,2020-09-01,Manipur,India,6382.0,29.0,4450.0
100536,2020-09-01,Meghalaya,India,2440.0,12.0,1235.0
100550,2020-09-01,Mizoram,India,1020.0,0.0,612.0
100562,2020-09-01,Nagaland,India,4003.0,9.0,3201.0
100605,2020-09-01,Odisha,India,106561.0,503.0,80770.0
100639,2020-09-01,Puducherry,India,14766.0,240.0,9675.0
100643,2020-09-01,Punjab,India,55508.0,1512.0,38147.0
100653,2020-09-01,Rajasthan,India,83163.0,1069.0,68124.0
100701,2020-09-01,Sikkim,India,1670.0,4.0,1237.0
100722,2020-09-01,Tamil Nadu,India,433969.0,7418.0,374172.0
100726,2020-09-01,Telangana,India,130589.0,846.0,97402.0
100743,2020-09-01,Tripura,India,12702.0,118.0,7847.0
100756,2020-09-01,Unknown,India,0.0,0.0,0.0
100765,2020-09-01,Uttar Pradesh,India,235757.0,3542.0,176677.0
100766,2020-09-01,Uttarakhand,India,20398.0,280.0,14076.0
100792,2020-09-01,West Bengal,India,165721.0,3283.0,137616.0
101001,2020-09-02,Andaman and Nicobar Islands,India,3186.0,47.0,2758.0
101002,2020-09-02,Andhra Pradesh,India,455531.0,4125.0,348330.0
101018,2020-09-02,Arunachal Pradesh,India,4360.0,7.0,3075.0
101019,2020-09-02,Assam,India,115279.0,323.0,88729.0
101041,2020-09-02,Bihar,India,141441.0,646.0,123794.0
101074,2020-09-02,Chandigarh,India,4789.0,59.0,2670.0
101081,2020-09-02,Chhattisgarh,India,35683.0,299.0,18220.0
101100,2020-09-02,Dadra and Nagar Haveli and Daman and Diu,India,2435.0,2.0,2141.0
101104,2020-09-02,Delhi,India,179569.0,4481.0,158586.0
101138,2020-09-02,Goa,India,18642.0,204.0,14059.0
101154,2020-09-02,Gujarat,India,98888.0,3046.0,79929.0
101159,2020-09-02,Haryana,India,68218.0,721.0,54875.0
101166,2020-09-02,Himachal Pradesh,India,6416.0,43.0,4760.0
101192,2020-09-02,Jammu and Kashmir,India,38864.0,732.0,30079.0
101195,2020-09-02,Jharkhand,India,44862.0,438.0,29747.0
101213,2020-09-02,Karnataka,India,361341.0,5950.0,260913.0
101216,2020-09-02,Kerala,India,78072.0,305.0,55778.0
101241,2020-09-02,Ladakh,India,2785.0,35.0,2007.0
101242,2020-09-02,Lakshadweep,India,0.0,0.0,0.0
101259,2020-09-02,Madhya Pradesh,India,66914.0,1453.0,51124.0
101265,2020-09-02,Maharashtra,India,825739.0,25195.0,598496.0
101267,2020-09-02,Manipur,India,6507.0,29.0,4607.0
101280,2020-09-02,Meghalaya,India,2517.0,13.0,1318.0
101294,2020-09-02,Mizoram,India,1020.0,0.0,661.0
101306,2020-09-02,Nagaland,India,4017.0,9.0,3223.0
101349,2020-09-02,Odisha,India,109780.0,514.0,84073.0
101383,2020-09-02,Puducherry,India,15157.0,253.0,9968.0
101387,2020-09-02,Punjab,India,56989.0,1618.0,39742.0
101397,2020-09-02,Rajasthan,India,84674.0,1081.0,70674.0
101445,2020-09-02,Sikkim,India,1704.0,4.0,1269.0
101466,2020-09-02,Tamil Nadu,India,439959.0,7516.0,380063.0
101470,2020-09-02,Telangana,India,133406.0,856.0,100013.0
101487,2020-09-02,Tripura,India,13292.0,126.0,8033.0
101500,2020-09-02,Unknown,India,0.0,0.0,0.0
101509,2020-09-02,Uttar Pradesh,India,241439.0,3616.0,181364.0
101510,2020-09-02,Uttarakhand,India,21234.0,291.0,14501.0
101536,2020-09-02,West Bengal,India,168697.0,3339.0,140913.0
101745,2020-09-03,Andaman and Nicobar Islands,India,3223.0,48.0,2823.0
101746,2020-09-03,Andhra Pradesh,India,465730.0,4200.0,358009.0
101762,2020-09-03,Arunachal Pradesh,India,4574.0,7.0,3167.0
101763,2020-09-03,Assam,India,118333.0,330.0,90700.0
101785,2020-09-03,Bihar,India,142967.0,672.0,124976.0
101818,2020-09-03,Chandigarh,India,5065.0,63.0,2883.0
101825,2020-09-03,Chhattisgarh,India,37967.0,315.0,18950.0
101844,2020-09-03,Dadra and Nagar Haveli and Daman and Diu,India,2450.0,2.0,2154.0
101848,2020-09-03,Delhi,India,182306.0,4500.0,160114.0
101882,2020-09-03,Goa,India,19355.0,212.0,14361.0
101898,2020-09-03,Gujarat,India,100213.0,3062.0,81055.0
101903,2020-09-03,Haryana,India,70099.0,740.0,55889.0
101910,2020-09-03,Himachal Pradesh,India,6615.0,48.0,4859.0
101936,2020-09-03,Jammu and Kashmir,India,39943.0,743.0,30759.0
101939,2020-09-03,Jharkhand,India,46480.0,444.0,30886.0
101957,2020-09-03,Karnataka,India,370206.0,6054.0,268035.0
101960,2020-09-03,Kerala,India,79625.0,315.0,57728.0
101985,2020-09-03,Ladakh,India,2840.0,35.0,2039.0
101986,2020-09-03,Lakshadweep,India,0.0,0.0,0.0
102003,2020-09-03,Madhya Pradesh,India,68586.0,1483.0,52215.0
102009,2020-09-03,Maharashtra,India,843844.0,25586.0,612484.0
102011,2020-09-03,Manipur,India,6609.0,32.0,4774.0
102024,2020-09-03,Meghalaya,India,2626.0,13.0,1393.0
102038,2020-09-03,Mizoram,India,1040.0,0.0,671.0
102050,2020-09-03,Nagaland,India,4066.0,9.0,3324.0
102093,2020-09-03,Odisha,India,113411.0,522.0,87351.0
102127,2020-09-03,Puducherry,India,15581.0,260.0,10279.0
102131,2020-09-03,Punjab,India,58515.0,1690.0,41271.0
102141,2020-09-03,Rajasthan,India,86227.0,1095.0,71220.0
102189,2020-09-03,Sikkim,India,1738.0,4.0,1304.0
102210,2020-09-03,Tamil Nadu,India,445851.0,7608.0,386173.0
102214,2020-09-03,Telangana,India,135884.0,866.0,102024.0
102231,2020-09-03,Tripura,India,13816.0,129.0,8212.0
102244,2020-09-03,Unknown,India,0.0,0.0,0.0
102253,2020-09-03,Uttar Pradesh,India,247101.0,3691.0,185812.0
102254,2020-09-03,Uttarakhand,India,22180.0,300.0,15009.0
102280,2020-09-03,West Bengal,India,171681.0,3394.0,144248.0
102489,2020-09-04,Andaman and Nicobar Islands,India,3257.0,49.0,2863.0
102490,2020-09-04,Andhra Pradesh,India,476506.0,4276.0,370163.0
102506,2020-09-04,Arunachal Pradesh,India,4775.0,7.0,3280.0
102507,2020-09-04,Assam,India,121224.0,345.0,92720.0
102529,2020-09-04,Bihar,India,144104.0,701.0,126371.0
102562,2020-09-04,Chandigarh,India,5268.0,68.0,3105.0
102569,2020-09-04,Chhattisgarh,India,40634.0,337.0,19625.0
102588,2020-09-04,Dadra and Nagar Haveli and Daman and Diu,India,2467.0,2.0,2180.0
102592,2020-09-04,Delhi,India,185220.0,4513.0,161865.0
102626,2020-09-04,Goa,India,19863.0,220.0,14747.0
102642,2020-09-04,Gujarat,India,101533.0,3076.0,82273.0
102647,2020-09-04,Haryana,India,71983.0,759.0,57171.0
102654,2020-09-04,Himachal Pradesh,India,6830.0,50.0,4965.0
102680,2020-09-04,Jammu and Kashmir,India,40990.0,755.0,31435.0
102683,2020-09-04,Jharkhand,India,48039.0,447.0,32043.0
102701,2020-09-04,Karnataka,India,379486.0,6170.0,274196.0
102704,2020-09-04,Kerala,India,82104.0,326.0,60444.0
102729,2020-09-04,Ladakh,India,2935.0,35.0,2085.0
102730,2020-09-04,Lakshadweep,India,0.0,0.0,0.0
102747,2020-09-04,Madhya Pradesh,India,70244.0,1513.0,53257.0
102753,2020-09-04,Maharashtra,India,863062.0,25964.0,625773.0
102755,2020-09-04,Manipur,India,6699.0,35.0,4899.0
102768,2020-09-04,Meghalaya,India,2734.0,14.0,1468.0
102782,2020-09-04,Mizoram,India,1046.0,0.0,683.0
102794,2020-09-04,Nagaland,India,4107.0,10.0,3361.0
102837,2020-09-04,Odisha,India,116678.0,531.0,90331.0
102871,2020-09-04,Puducherry,India,16164.0,280.0,10674.0
102875,2020-09-04,Punjab,India,60013.0,1739.0,42543.0
102885,2020-09-04,Rajasthan,India,87797.0,1108.0,71899.0
102933,2020-09-04,Sikkim,India,1843.0,5.0,1329.0
102954,2020-09-04,Tamil Nadu,India,451827.0,7687.0,392507.0
102958,2020-09-04,Telangana,India,138395.0,877.0,104603.0
102975,2020-09-04,Tripura,India,14507.0,136.0,8483.0
102988,2020-09-04,Unknown,India,0.0,0.0,0.0
102997,2020-09-04,Uttar Pradesh,India,253175.0,3762.0,190818.0
102998,2020-09-04,Uttarakhand,India,23011.0,312.0,15511.0
103024,2020-09-04,West Bengal,India,174659.0,3452.0,147553.0
103233,2020-09-05,Andaman and Nicobar Islands,India,3292.0,50.0,2904.0
103234,2020-09-05,Andhra Pradesh,India,487331.0,4347.0,382104.0
103250,2020-09-05,Arunachal Pradesh,India,4914.0,8.0,3381.0
103251,2020-09-05,Assam,India,123922.0,352.0,95063.0
103273,2020-09-05,Bihar,India,145832.0,735.0,128503.0
103306,2020-09-05,Chandigarh,India,5502.0,69.0,3290.0
103313,2020-09-05,Chhattisgarh,India,43163.0,356.0,20487.0
103332,2020-09-05,Dadra and Nagar Haveli and Daman and Diu,India,2537.0,2.0,2234.0
103336,2020-09-05,Delhi,India,188193.0,4538.0,163785.0
103370,2020-09-05,Goa,India,20455.0,229.0,15281.0
103386,2020-09-05,Gujarat,India,102844.0,3091.0,83419.0
103391,2020-09-05,Haryana,India,74272.0,781.0,58580.0
103398,2020-09-05,Himachal Pradesh,India,7018.0,54.0,4986.0
103424,2020-09-05,Jammu and Kashmir,India,42241.0,770.0,31924.0
103427,2020-09-05,Jharkhand,India,49797.0,462.0,34330.0
103445,2020-09-05,Karnataka,India,389232.0,6298.0,283298.0
103448,2020-09-05,Kerala,India,84759.0,337.0,62555.0
103473,2020-09-05,Ladakh,India,2996.0,35.0,2127.0
103474,2020-09-05,Lakshadweep,India,0.0,0.0,0.0
103491,2020-09-05,Madhya Pradesh,India,71880.0,1543.0,54649.0
103497,2020-09-05,Maharashtra,India,883862.0,26276.0,636574.0
103499,2020-09-05,Manipur,India,6883.0,36.0,4975.0
103512,2020-09-05,Meghalaya,India,2916.0,15.0,1527.0
103526,2020-09-05,Mizoram,India,1062.0,0.0,718.0
103538,2020-09-05,Nagaland,India,4128.0,10.0,3392.0
103581,2020-09-05,Odisha,India,120221.0,538.0,93774.0
103615,2020-09-05,Puducherry,India,16566.0,298.0,11107.0
103619,2020-09-05,Punjab,India,61527.0,1808.0,43849.0
103629,2020-09-05,Rajasthan,India,89363.0,1122.0,73245.0
103677,2020-09-05,Sikkim,India,1901.0,5.0,1347.0
103698,2020-09-05,Tamil Nadu,India,457697.0,7748.0,398366.0
103702,2020-09-05,Telangana,India,140969.0,886.0,107530.0
103719,2020-09-05,Tripura,India,15109.0,144.0,8745.0
103732,2020-09-05,Unknown,India,0.0,0.0,0.0
103741,2020-09-05,Uttar Pradesh,India,259765.0,3843.0,195959.0
103742,2020-09-05,Uttarakhand,India,23961.0,330.0,16056.0
103768,2020-09-05,West Bengal,India,177701.0,3510.0,150801.0
103977,2020-09-06,Andaman and Nicobar Islands,India,3332.0,50.0,2951.0
103978,2020-09-06,Andhra Pradesh,India,498125.0,4417.0,394019.0
103994,2020-09-06,Arunachal Pradesh,India,5000.0,8.0,3472.0
103995,2020-09-06,Assam,India,125459.0,360.0,96826.0
104017,2020-09-06,Bihar,India,147661.0,750.0,130485.0
104050,2020-09-06,Chandigarh,India,5763.0,71.0,3439.0
104057,2020-09-06,Chhattisgarh,India,45263.0,380.0,21198.0
104076,2020-09-06,Dadra and Nagar Haveli and Daman and Diu,India,2575.0,2.0,2271.0
104080,2020-09-06,Delhi,India,191449.0,4567.0,165973.0
104114,2020-09-06,Goa,India,20829.0,236.0,15839.0
104130,2020-09-06,Gujarat,India,104179.0,3105.0,84631.0
104135,2020-09-06,Haryana,India,76549.0,806.0,60051.0
104142,2020-09-06,Himachal Pradesh,India,7415.0,55.0,5184.0
104168,2020-09-06,Jammu and Kashmir,India,43557.0,784.0,32327.0
104171,2020-09-06,Jharkhand,India,51063.0,469.0,36184.0
104189,2020-09-06,Karnataka,India,398551.0,6393.0,292873.0
104192,2020-09-06,Kerala,India,87841.0,347.0,64751.0
104217,2020-09-06,Ladakh,India,3036.0,35.0,2151.0
104218,2020-09-06,Lakshadweep,India,0.0,0.0,0.0
104235,2020-09-06,Madhya Pradesh,India,73574.0,1572.0,55887.0
104241,2020-09-06,Maharashtra,India,907212.0,26604.0,644400.0
104243,2020-09-06,Manipur,India,7022.0,38.0,5164.0
104256,2020-09-06,Meghalaya,India,3005.0,16.0,1556.0
104270,2020-09-06,Mizoram,India,1114.0,0.0,734.0
104282,2020-09-06,Nagaland,India,4178.0,10.0,3511.0
104325,2020-09-06,Odisha,India,124031.0,546.0,96364.0
104359,2020-09-06,Puducherry,India,17032.0,314.0,11632.0
104363,2020-09-06,Punjab,India,63473.0,1862.0,45455.0
104373,2020-09-06,Rajasthan,India,90956.0,1137.0,74861.0
104421,2020-09-06,Sikkim,India,1910.0,5.0,1371.0
104442,2020-09-06,Tamil Nadu,India,463480.0,7836.0,404186.0
104446,2020-09-06,Telangana,India,142771.0,895.0,110241.0
104463,2020-09-06,Tripura,India,15508.0,149.0,9048.0
104476,2020-09-06,Unknown,India,0.0,0.0,0.0
104485,2020-09-06,Uttar Pradesh,India,266283.0,3920.0,200738.0
104486,2020-09-06,Uttarakhand,India,24629.0,341.0,16648.0
104512,2020-09-06,West Bengal,India,180788.0,3562.0,154008.0
104721,2020-09-07,Andaman and Nicobar Islands,India,3359.0,50.0,2997.0
104722,2020-09-07,Andhra Pradesh,India,506493.0,4487.0,404074.0
104738,2020-09-07,Arunachal Pradesh,India,5180.0,8.0,3596.0
104739,2020-09-07,Assam,India,128244.0,370.0,99076.0
104761,2020-09-07,Bihar,India,149027.0,761.0,132145.0
104794,2020-09-07,Chandigarh,India,5995.0,74.0,3734.0
104801,2020-09-07,Chhattisgarh,India,47280.0,395.0,22177.0
104820,2020-09-07,Dadra and Nagar Haveli and Daman and Diu,India,2590.0,2.0,2291.0
104824,2020-09-07,Delhi,India,193526.0,4599.0,168384.0
104858,2020-09-07,Goa,India,21173.0,245.0,16427.0
104874,2020-09-07,Gujarat,India,105509.0,3120.0,85907.0
104879,2020-09-07,Haryana,India,78773.0,829.0,61611.0
104886,2020-09-07,Himachal Pradesh,India,7660.0,56.0,5370.0
104912,2020-09-07,Jammu and Kashmir,India,44570.0,801.0,32760.0
104915,2020-09-07,Jharkhand,India,52620.0,482.0,37550.0
104933,2020-09-07,Karnataka,India,404324.0,6534.0,300770.0
104936,2020-09-07,Kerala,India,89489.0,359.0,66997.0
104961,2020-09-07,Ladakh,India,3064.0,35.0,2211.0
104962,2020-09-07,Lakshadweep,India,0.0,0.0,0.0
104979,2020-09-07,Madhya Pradesh,India,75459.0,1589.0,56909.0
104985,2020-09-07,Maharashtra,India,923641.0,27027.0,659322.0
104987,2020-09-07,Manipur,India,7106.0,38.0,5358.0
105000,2020-09-07,Meghalaya,India,3034.0,17.0,1560.0
105014,2020-09-07,Mizoram,India,1114.0,0.0,735.0
105026,2020-09-07,Nagaland,India,4220.0,10.0,3685.0
105069,2020-09-07,Odisha,India,127892.0,556.0,99398.0
105103,2020-09-07,Puducherry,India,17316.0,325.0,12135.0
105107,2020-09-07,Punjab,India,65583.0,1923.0,47020.0
105117,2020-09-07,Rajasthan,India,92536.0,1151.0,76427.0
105165,2020-09-07,Sikkim,India,1939.0,5.0,1396.0
105186,2020-09-07,Tamil Nadu,India,469256.0,7925.0,410116.0
105190,2020-09-07,Telangana,India,145163.0,906.0,112587.0
105207,2020-09-07,Tripura,India,16135.0,152.0,9342.0
105220,2020-09-07,Unknown,India,0.0,0.0,0.0
105229,2020-09-07,Uttar Pradesh,India,271851.0,3976.0,205731.0
105230,2020-09-07,Uttarakhand,India,25436.0,348.0,17123.0
105256,2020-09-07,West Bengal,India,183865.0,3620.0,157029.0
105465,2020-09-08,Andaman and Nicobar Islands,India,3392.0,50.0,3035.0
105466,2020-09-08,Andhra Pradesh,India,517094.0,4560.0,415765.0
105482,2020-09-08,Arunachal Pradesh,India,5402.0,9.0,3723.0
105483,2020-09-08,Assam,India,130823.0,378.0,101239.0
105505,2020-09-08,Bihar,India,150502.0,765.0,134391.0
105538,2020-09-08,Chandigarh,India,6372.0,78.0,3960.0
105545,2020-09-08,Chhattisgarh,India,50114.0,407.0,22792.0
105564,2020-09-08,Dadra and Nagar Haveli and Daman and Diu,India,2617.0,2.0,2321.0
105568,2020-09-08,Delhi,India,197135.0,4618.0,170140.0
105602,2020-09-08,Goa,India,21630.0,256.0,16875.0
105618,2020-09-08,Gujarat,India,106804.0,3133.0,87352.0
105623,2020-09-08,Haryana,India,81059.0,854.0,63315.0
105630,2020-09-08,Himachal Pradesh,India,7831.0,60.0,5445.0
105656,2020-09-08,Jammu and Kashmir,India,45925.0,815.0,33251.0
105659,2020-09-08,Jharkhand,India,55296.0,496.0,39362.0
105677,2020-09-08,Karnataka,India,412190.0,6680.0,308573.0
105680,2020-09-08,Kerala,India,92515.0,372.0,68863.0
105705,2020-09-08,Ladakh,India,3102.0,35.0,2211.0
105706,2020-09-08,Lakshadweep,India,0.0,0.0,0.0
105723,2020-09-08,Madhya Pradesh,India,77323.0,1609.0,58509.0
105729,2020-09-08,Maharashtra,India,943772.0,27407.0,672556.0
105731,2020-09-08,Manipur,India,7202.0,39.0,5480.0
105744,2020-09-08,Meghalaya,India,3076.0,17.0,1716.0
105758,2020-09-08,Mizoram,India,1123.0,0.0,745.0
105770,2020-09-08,Nagaland,India,4245.0,10.0,3739.0
105813,2020-09-08,Odisha,India,131382.0,569.0,102185.0
105847,2020-09-08,Puducherry,India,17749.0,337.0,12581.0
105851,2020-09-08,Punjab,India,67547.0,1990.0,49327.0
105861,2020-09-08,Rajasthan,India,94126.0,1164.0,77872.0
105909,2020-09-08,Sikkim,India,1958.0,7.0,1413.0
105930,2020-09-08,Tamil Nadu,India,474940.0,8012.0,416715.0
105934,2020-09-08,Telangana,India,147642.0,916.0,115072.0
105951,2020-09-08,Tripura,India,16717.0,161.0,9653.0
105964,2020-09-08,Unknown,India,0.0,0.0,0.0
105973,2020-09-08,Uttar Pradesh,India,278473.0,4047.0,211170.0
105974,2020-09-08,Uttarakhand,India,26094.0,360.0,17473.0
106000,2020-09-08,West Bengal,India,186956.0,3677.0,160025.0
106209,2020-09-09,Andaman and Nicobar Islands,India,3426.0,51.0,3078.0
106210,2020-09-09,Andhra Pradesh,India,527512.0,4634.0,425607.0
106226,2020-09-09,Arunachal Pradesh,India,5545.0,9.0,3906.0
106227,2020-09-09,Assam,India,133066.0,396.0,103504.0
106249,2020-09-09,Bihar,India,152192.0,775.0,135791.0
106282,2020-09-09,Chandigarh,India,6704.0,80.0,4140.0
106289,2020-09-09,Chhattisgarh,India,52932.0,477.0,24414.0
106308,2020-09-09,Dadra and Nagar Haveli and Daman and Diu,India,2643.0,2.0,2346.0
106312,2020-09-09,Delhi,India,201174.0,4638.0,172763.0
106346,2020-09-09,Goa,India,22251.0,262.0,17156.0
106362,2020-09-09,Gujarat,India,108133.0,3149.0,88688.0
106367,2020-09-09,Haryana,India,83353.0,882.0,65143.0
106374,2020-09-09,Himachal Pradesh,India,8147.0,63.0,5597.0
106400,2020-09-09,Jammu and Kashmir,India,47542.0,832.0,33871.0
106403,2020-09-09,Jharkhand,India,56897.0,512.0,40659.0
106421,2020-09-09,Karnataka,India,421730.0,6808.0,315433.0
106424,2020-09-09,Kerala,India,95917.0,384.0,70917.0
